1	40224133	10014735	http://tinyurl.com/mxvnx6o	MEDLINE_MeSH
1	40224133	10006869	http://tinyurl.com/kpqjaw6	MEDLINE_MeSH
1	40224133	10014744	http://tinyurl.com/jvmqxnh	MEDLINE_MeSH
1	40224133	10014733	http://tinyurl.com/my9a4p3	MEDLINE_MeSH
1	40224133	10014768	http://tinyurl.com/kwwz2oa	MEDLINE_MeSH
1	40224133	10014758	http://tinyurl.com/mawz3ot	MEDLINE_MeSH
1	40224133	10007063	http://tinyurl.com/ljwafho	MEDLINE_MeSH
1	40224133	10007342	http://tinyurl.com/myb7wyw	MEDLINE_MeSH
1	40224133	10028993	http://tinyurl.com/lrftbs7	MEDLINE_MeSH
1	40224133	10014759	http://tinyurl.com/ldp64en	MEDLINE_MeSH
1	40224133	10014743	http://tinyurl.com/k25tlk9	MEDLINE_MeSH
2	40224133	10003694	http://tinyurl.com/mzg4x2c	MEDLINE_MeSH
2	40224133	10003704	http://tinyurl.com/labxarr	MEDLINE_MeSH
1	40224133	10015105	http://tinyurl.com/q7ul859	MEDLINE_MeSH
1	40224133	10007506	http://tinyurl.com/mpbfk94	MEDLINE_MeSH
1	40224133	10007284	http://tinyurl.com/lmb44vd	MEDLINE_MeSH
1	40224133	10007423	http://tinyurl.com/m3yrcbu	MEDLINE_MeSH
1	40224133	10026947	http://tinyurl.com/mug7r5v	MEDLINE_MeSH
1	40224133	10029402	http://tinyurl.com/lffphol	MEDLINE_MeSH
1	40224133	10045242	http://tinyurl.com/lpp9vz9	MEDLINE_MeSH
1	40224133	10029505	http://tinyurl.com/lwklzpy	MEDLINE_MeSH
1	40224133	10012612	http://tinyurl.com/mr22xj2	MEDLINE_MeSH
1	40224133	10067585	http://tinyurl.com/jwkxz5c	MEDLINE_MeSH
1	40224133	10012611	http://tinyurl.com/kdanpzt	MEDLINE_MeSH
1	40224133	10012613	http://tinyurl.com/mtkv4xw	MEDLINE_MeSH
1	40224133	10024314	http://tinyurl.com/mmpjgr7	MEDLINE_MeSH
1	40224133	10060500	http://tinyurl.com/loux8da	MEDLINE_MeSH
1	40224133	10060430	http://tinyurl.com/n6ufhrk	MEDLINE_MeSH
1	40224133	10024329	http://tinyurl.com/k85vzm2	MEDLINE_MeSH
1	40224133	10024352	http://tinyurl.com/lgb27tk	MEDLINE_MeSH
1	40224133	10024288	http://tinyurl.com/lctte9o	MEDLINE_MeSH
1	40224133	10024323	http://tinyurl.com/mrubnoy	MEDLINE_MeSH
1	40224133	10024312	http://tinyurl.com/kqk94tu	MEDLINE_MeSH
1	40224133	10045992	http://tinyurl.com/k6y7a9l	MEDLINE_MeSH
1	40224133	10024351	http://tinyurl.com/le6awh6	MEDLINE_MeSH
1	40224133	10045991	http://tinyurl.com/mcyu7v3	MEDLINE_MeSH
1	40224133	10024324	http://tinyurl.com/lrqggdj	MEDLINE_MeSH
1	40224133	10045994	http://tinyurl.com/km78ukv	MEDLINE_MeSH
2	40224133	10025044	http://tinyurl.com/kpleo7r	MEDLINE_MeSH
2	40224133	10006880	http://tinyurl.com/mf5ftwk	MEDLINE_MeSH
2	40224133	10007096	http://tinyurl.com/lrje2cb	MEDLINE_MeSH
2	40224133	10058467	http://tinyurl.com/n2ohojt	MEDLINE_MeSH
2	40224133	10025056	http://tinyurl.com/mzjlnjg	MEDLINE_MeSH
2	40224133	10062042	http://tinyurl.com/l3j6e56	MEDLINE_MeSH
2	40224133	10049790	http://tinyurl.com/kxzrvrf	MEDLINE_MeSH
5	40224133	10061054	http://tinyurl.com/mujphn2	MEDLINE_MeSH
5	40224133	10010400	http://tinyurl.com/lfja88p	MEDLINE_MeSH
7	40224133	10048496	http://tinyurl.com/l59prf4	MEDLINE_MeSH
7	40224133	10007650	http://tinyurl.com/jwnz8mg	MEDLINE_MeSH
7	40224133	10013200	http://tinyurl.com/lyxaan9	MEDLINE_MeSH
7	40224133	10007649	http://tinyurl.com/kuj4h3d	MEDLINE_MeSH
7	40224133	10007648	http://tinyurl.com/m5o86av	MEDLINE_MeSH
1	40224133	10025310	http://tinyurl.com/nx5ll4w	MEDLINE_MeSH
1	40224133	10025633	http://tinyurl.com/lz56bnm	MEDLINE_MeSH
1	40224133	10025315	http://tinyurl.com/ln9vzkg	MEDLINE_MeSH
1	40224133	10025316	http://tinyurl.com/k89g966	MEDLINE_MeSH
1	40224133	10025632	http://tinyurl.com/kmx6gjn	MEDLINE_MeSH
1	40224133	10046150	http://tinyurl.com/m7erjkt	MEDLINE_MeSH
1	40224133	10039626	http://tinyurl.com/mxjfwe4	MEDLINE_MeSH
1	40224133	10012297	http://tinyurl.com/n8ojllm	MEDLINE_MeSH
1	40224133	10046156	http://tinyurl.com/k64pxqp	MEDLINE_MeSH
1	40224133	10039642	http://tinyurl.com/le9snya	MEDLINE_MeSH
1	40224133	10039632	http://tinyurl.com/ku4wmxu	MEDLINE_MeSH
1	40224133	10002272	http://tinyurl.com/mpt55so	MEDLINE_MeSH
1	40224133	10002315	http://tinyurl.com/kxwwqtv	MEDLINE_MeSH
1	40224133	10045627	http://tinyurl.com/mo5zpzq	MEDLINE_MeSH
1	40224133	10002082	http://tinyurl.com/m7xmozd	MEDLINE_MeSH
1	40224133	10002071	http://tinyurl.com/mdtybp5	MEDLINE_MeSH
1	40224133	10055742	http://tinyurl.com/kdsdb5g	MEDLINE_MeSH
1	40224133	10002034	http://tinyurl.com/kknovc8	MEDLINE_MeSH
1	40224133	10046146	http://tinyurl.com/k3zsubs	MEDLINE_MeSH
1	40224133	10038853	http://tinyurl.com/l4skwcl	MEDLINE_MeSH
1	40224133	10013265	http://tinyurl.com/mdxolk6	MEDLINE_MeSH
1	40224133	10038931	http://tinyurl.com/lno3dmw	MEDLINE_MeSH
1	40224133	10038923	http://tinyurl.com/mvt72uh	MEDLINE_MeSH
1	40224133	10048487	http://tinyurl.com/mba58a8	MEDLINE_MeSH
1	40224133	10038854	http://tinyurl.com/m7swenc	MEDLINE_MeSH
1	40224133	10001141	http://tinyurl.com/kc4qusz	MEDLINE_MeSH
1	40224133	10001166	http://tinyurl.com/n95ogo5	MEDLINE_MeSH
1	40224133	10066136	http://tinyurl.com/kc7ffgl	MEDLINE_MeSH
1	40224133	10061873	http://tinyurl.com/l6lsuam	MEDLINE_MeSH
1	40224133	10029514	http://tinyurl.com/lr7uouv	MEDLINE_MeSH
1	40224133	10013242	http://tinyurl.com/ldh7hhe	MEDLINE_MeSH
1	40224133	10029203	http://tinyurl.com/lnqovb2	MEDLINE_MeSH
1	40224133	10029286	http://tinyurl.com/mz85d53	MEDLINE_MeSH
1	40224133	10029202	http://tinyurl.com/mvvskzk	MEDLINE_MeSH
1	40224133	10045843	http://tinyurl.com/lum3zhr	MEDLINE_MeSH
1	40224133	10029298	http://tinyurl.com/n5r77pc	MEDLINE_MeSH
1	40224133	10029205	http://tinyurl.com/lm35zy4	MEDLINE_MeSH
1	40224133	10012687	http://tinyurl.com/kdvysqj	MEDLINE_MeSH
1	40224133	10029477	http://tinyurl.com/mu8978m	MEDLINE_MeSH
1	40224133	10012674	http://tinyurl.com/n43krfe	MEDLINE_MeSH
1	40224133	10012638	http://tinyurl.com/kv2utqw	MEDLINE_MeSH
1	40224133	10061835	http://tinyurl.com/kagt26n	MEDLINE_MeSH
1	40224133	10012678	http://tinyurl.com/ko7j9k7	MEDLINE_MeSH
1	40224133	10003816	http://tinyurl.com/mfm99n6	MEDLINE_MeSH
1	40224133	10003815	http://tinyurl.com/mmhkttv	MEDLINE_MeSH
1	40224133	10061664	http://tinyurl.com/ku7l6mx	MEDLINE_MeSH
